       0  -117.515 
      50  -117.215 
     100  -115.704 
     150  -118.116 
     200  -117.383 
     250  -115.747 
     300  -116.028 
     350  -115.850 
     400  -114.188 
     450  -114.943 
     500  -114.619 
     550  -116.501 
     600  -118.678 
     650  -118.506 
     700  -121.238 
     750  -118.007 
     800  -119.580 
     850  -115.963 
     900  -117.508 
     950  -115.706 
    1000  -116.758 
    1050  -120.092 
    1100  -119.812 
    1150  -117.534 
    1200  -116.040 
    1250  -112.965 
    1300  -113.145 
    1350  -115.657 
    1400  -114.919 
    1450  -118.280 
    1500  -117.811 
    1550  -116.719 
    1600  -118.496 
    1650  -115.165 
    1700  -116.551 
    1750  -115.858 
    1800  -115.656 
    1850  -116.395 
    1900  -118.148 
    1950  -117.108 
    2000  -117.218 
    2050  -117.858 
    2100  -116.067 
    2150  -114.687 
    2200  -115.893 
    2250  -118.882 
    2300  -114.985 
    2350  -118.222 
    2400  -116.275 
    2450  -117.365 
    2500  -115.899 
    2550  -114.836 
    2600  -115.635 
    2650  -116.646 
    2700  -118.437 
    2750  -117.445 
    2800  -114.938 
    2850  -116.681 
    2900  -116.490 
    2950  -116.972 
    3000  -116.890 
    3050  -115.807 
    3100  -114.263 
    3150  -115.165 
    3200  -115.049 
    3250  -115.721 
    3300  -118.040 
    3350  -115.527 
    3400  -116.316 
    3450  -116.337 
    3500  -115.115 
    3550  -115.729 
    3600  -115.898 
    3650  -116.795 
    3700  -115.591 
    3750  -111.842 
    3800  -112.314 
    3850  -114.105 
    3900  -114.444 
    3950  -118.098 
    4000  -115.618 
    4050  -115.971 
    4100  -114.666 
    4150  -113.364 
    4200  -116.609 
    4250  -116.464 
    4300  -118.511 
    4350  -116.959 
    4400  -116.772 
    4450  -113.472 
    4500  -118.112 
    4550  -118.524 
    4600  -117.440 
    4650  -116.945 
    4700  -114.645 
    4750  -112.391 
    4800  -114.785 
    4850  -113.945 
    4900  -116.739 
    4950  -114.773 
    5000  -116.030 
    5050  -117.486 
    5100  -116.187 
    5150  -114.554 
    5200  -115.032 
    5250  -110.567 
    5300  -111.056 
    5350  -113.655 
    5400  -114.070 
    5450  -117.640 
    5500  -119.540 
    5550  -116.056 
    5600  -115.785 
    5650  -113.747 
    5700  -113.378 
    5750  -114.919 
    5800  -116.138 
    5850  -117.085 
    5900  -116.126 
    5950  -116.643 
    6000  -114.975 
    6050  -116.779 
    6100  -113.369 
    6150  -115.932 
    6200  -113.248 
    6250  -117.810 
    6300  -117.788 
    6350  -115.597 
    6400  -115.447 
    6450  -114.914 
    6500  -112.126 
    6550  -115.541 
    6600  -118.528 
    6650  -120.637 
    6700  -118.240 
    6750  -117.302 
    6800  -115.873 
    6850  -116.959 
    6900  -119.354 
    6950  -121.446 
    7000  -119.236 
    7050  -113.877 
    7100  -116.848 
    7150  -115.926 
    7200  -116.555 
    7250  -115.734 
    7300  -117.245 
    7350  -113.972 
    7400  -118.190 
    7450  -116.349 
    7500  -117.059 
    7550  -117.393 
    7600  -118.046 
    7650  -116.774 
    7700  -121.052 
    7750  -116.381 
    7800  -116.443 
    7850  -116.987 
    7900  -115.474 
    7950  -114.678 
    8000  -116.385 
    8050  -114.316 
    8100  -114.844 
    8150  -114.825 
    8200  -113.940 
    8250  -115.407 
    8300  -115.464 
    8350  -117.998 
    8400  -117.123 
    8450  -116.302 
    8500  -117.955 
    8550  -116.937 
    8600  -118.657 
    8650  -119.233 
    8700  -116.623 
    8750  -114.352 
    8800  -116.500 
    8850  -115.867 
    8900  -119.944 
    8950  -118.679 
    9000  -116.699 
    9050  -115.016 
    9100  -112.709 
    9150  -116.480 
    9200  -120.435 
    9250  -118.667 
    9300  -117.853 
    9350  -114.385 
    9400  -116.087 
    9450  -117.563 
    9500  -119.419 
    9550  -116.458 
    9600  -117.556 
    9650  -116.412 
    9700  -117.731 
    9750  -115.815 
    9800  -116.069 
    9850  -115.274 
    9900  -117.838 
    9950  -117.065 
   10000  -116.698 
   10050  -116.124 
   10100  -116.452 
   10150  -116.702 
   10200  -116.893 
   10250  -117.373 
   10300  -119.538 
   10350  -118.680 
   10400  -116.160 
   10450  -116.893 
   10500  -116.865 
   10550  -116.353 
   10600  -117.004 
   10650  -115.725 
   10700  -118.544 
   10750  -114.823 
   10800  -117.151 
   10850  -115.217 
   10900  -117.360 
   10950  -116.473 
   11000  -117.358 
   11050  -115.446 
   11100  -116.642 
   11150  -117.270 
   11200  -117.656 
   11250  -117.321 
   11300  -117.382 
   11350  -114.856 
   11400  -114.549 
   11450  -115.034 
   11500  -112.792 
   11550  -112.274 
   11600  -114.863 
   11650  -115.323 
   11700  -115.689 
   11750  -116.225 
   11800  -115.006 
   11850  -118.291 
   11900  -117.509 
   11950  -115.232 
   12000  -113.692 
   12050  -114.117 
   12100  -114.262 
   12150  -115.775 
   12200  -117.774 
   12250  -118.440 
   12300  -114.633 
   12350  -115.391 
   12400  -116.016 
   12450  -118.076 
   12500  -116.279 
   12550  -116.722 
   12600  -113.019 
   12650  -114.827 
   12700  -116.069 
   12750  -115.841 
   12800  -113.884 
   12850  -117.967 
   12900  -115.645 
   12950  -120.116 
   13000  -120.251 
   13050  -115.832 
   13100  -116.889 
   13150  -115.222 
   13200  -117.320 
   13250  -117.518 
   13300  -119.213 
   13350  -116.195 
   13400  -114.514 
   13450  -113.176 
   13500  -115.602 
   13550  -118.002 
   13600  -118.939 
   13650  -116.976 
   13700  -115.454 
   13750  -115.607 
   13800  -117.051 
   13850  -115.900 
   13900  -116.543 
   13950  -116.565 
   14000  -114.007 
   14050  -116.976 
   14100  -116.773 
   14150  -119.695 
   14200  -119.529 
   14250  -118.889 
   14300  -116.840 
   14350  -115.742 
   14400  -114.746 
   14450  -114.425 
   14500  -117.657 
   14550  -117.304 
   14600  -119.012 
   14650  -117.273 
   14700  -118.125 
   14750  -115.374 
   14800  -114.475 
   14850  -115.781 
   14900  -116.922 
   14950  -118.398 
   15000  -117.012 
   15050  -118.017 
   15100  -118.270 
   15150  -118.340 
   15200  -113.740 
   15250  -117.505 
   15300  -113.291 
   15350  -115.740 
   15400  -114.182 
   15450  -115.391 
   15500  -112.449 
   15550  -112.335 
   15600  -114.173 
   15650  -113.864 
   15700  -114.644 
   15750  -118.391 
   15800  -115.437 
